final_exam,ga1,ga2,homework,CalculatedNumericResult,EndResult,Passed,origin,sex,croho,double_major,type_vooropleiding,ECTS,GPA,total_attended_labsessions,course_repeater,active_minutes,total_course_activities,nightly_activities,distinct_days,logged_in_weekly,nr_files_viewed,nr_distinct_files_viewed,nr_slides_viewed,nr_practice_exams_viewed
"8,7","9,3","7,6","10,0",8.6,9.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,7.1,3,false,3627,392,128,31,1,56,29,16,9
"8,7","9,3","8,5","10,0",8.9,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.8,8,false,4137,420,8,34,1,65,31,22,5
"8,7","9,4","8,6","10,0",8.9,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.8,2,false,4174,428,60,37,1,66,31,34,4
"8,7","9,4","8,9","10,0",9.0,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,OVERIG,20-40,7.5,11,false,10290,560,40,32,1,73,34,26,9
"8,7","9,4","9,0","10,0",9.0,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.2,7,false,2110,276,4,27,1,37,18,0,4
"8,7","9,6","8,9","10,0",9.0,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,2,false,1813,340,40,31,1,48,28,19,6
"8,7","9,9","9,3","10,0",9.2,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,WO,10,8.0,11,false,5168,424,8,38,1,70,33,24,12
"9,1","0,0","4,8","9,0",6.7,7.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.3,1,false,3448,372,4,33,1,55,27,18,6
"9,1","2,2","6,5","3,0",6.8,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,5.6,5,false,1098,344,72,18,1,54,26,20,5
"9,1","4,7","6,6","10,0",7.9,8.0,true,ORIGIN_R,SEX_V,B Industrial Design,false,BUITENL_SL,60+,6.3,1,true,3592,456,40,33,1,69,29,21,8
"9,1","6,6","8,4","10,0",8.6,9.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,8.8,5,false,2789,404,56,38,1,55,32,17,5
"9,1","7,3","8,1","10,0",8.7,9.0,true,ORIGIN_R,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,8.2,9,false,4682,552,56,48,1,88,34,28,13
"9,1","7,4","8,6","10,0",8.8,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,8.6,6,false,1546,372,52,32,1,57,29,11,10
"9,1","7,8","9,3","10,0",9.0,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,1,false,4007,344,72,37,1,43,26,17,4
"9,1","8,2","9,3","10,0",9.1,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.2,2,false,4165,532,128,28,1,86,35,30,10
"9,1","8,3","8,8","10,0",9.0,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.2,1,false,2425,304,32,28,1,38,25,17,4
"9,1","8,6","5,9","9,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.8,2,false,1620,252,16,29,1,33,20,0,4
"9,1","8,6","9,2","10,0",9.1,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,20-40,6.4,6,false,5748,640,120,44,1,114,35,38,20
"9,1","8,7","6,6","10,0",8.5,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,0,false,4716,640,120,40,1,110,33,34,12
"9,1","8,8","8,3","10,0",8.9,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,1,false,1974,464,80,34,1,73,32,22,10
"9,1","8,8","9,1","10,0",9.1,9.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,1,false,11286,712,88,43,1,137,37,50,18
"9,1","8,9","7,1","10,0",8.7,9.0,true,ORIGIN_R,SEX_M,B Industrial Design,false,BUITENL_SL,10,7.1,5,false,1950,348,84,29,1,47,24,16,4
"9,1","8,9","7,8","10,0",8.8,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,1,false,1366,388,76,25,1,53,28,16,12
"9,1","9,2","4,2","10,0",8.0,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,60+,5.9,0,true,2056,308,48,30,1,32,17,2,4
"9,1","9,4","9,8","10,0",9.4,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.3,10,false,6076,660,4,57,1,129,35,54,18
"9,1","9,5","8,5","10,0",9.1,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,2,false,1530,284,76,34,1,29,21,3,0
"9,1","9,7","8,6","10,0",9.2,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.0,1,false,1954,400,40,35,1,60,25,15,10
"9,5","3,2","6,8","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,20-40,5.5,4,true,1891,384,44,25,1,61,35,17,6
"9,5","4,6","4,3","7,0",7.2,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,60+,5.5,0,true,1659,272,80,23,1,34,28,11,4
"9,5","6,3","4,6","2,0",7.0,7.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,6.7,1,false,645,200,0,14,0,28,17,1,0
"9,5","7,2","4,9","9,0",8.0,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,5.8,0,false,1775,212,20,17,1,24,18,2,0
"9,5","7,8","8,8","10,0",9.1,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,20-40,8.2,5,false,3171,424,40,33,1,64,33,21,5
"9,5","7,9","7,8","10,0",8.9,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.5,0,false,4934,364,52,28,1,58,30,17,7
"9,5","8,1","8,1","10,0",9.0,9.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,60+,7.6,5,false,2833,500,16,47,1,82,29,44,8
"9,5","8,3","8,6","10,0",9.1,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,2,false,9529,516,256,38,1,81,32,25,11
"9,5","8,4","8,9","10,0",9.2,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,0,false,2305,360,64,36,1,55,32,25,3
"9,5","8,6","9,7","10,0",9.5,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,OVERIG,10,7.3,1,false,3052,284,32,26,1,35,20,7,6
"9,5","8,7","9,0","10,0",9.3,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,2,false,6320,592,232,42,1,101,30,49,9
"9,5","8,7","9,3","10,0",9.4,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.8,2,false,3514,484,76,37,1,80,35,26,11
"9,5","8,9","8,1","10,0",9.1,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.0,6,false,4817,388,44,36,1,58,25,26,2
"9,5","9,1","6,7","10,0",8.8,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,6,false,40544,764,0,52,1,156,33,62,28
"9,5","9,1","8,7","10,0",9.3,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,VWO,15,7.8,1,false,2952,372,12,29,1,55,28,15,7
"9,5","9,3","8,3","10,0",9.2,9.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,4,false,4171,692,36,53,1,128,34,47,22
"9,5","9,4","9,3","10,0",9.5,9.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,OVERIG,15,7.0,5,false,4498,428,8,33,1,64,33,19,7
"9,5","9,4","9,5","10,0",9.5,10.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.9,3,false,1743,460,56,49,1,70,33,23,9
"9,5","9,5","9,1","10,0",9.5,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.2,4,false,3882,488,160,31,1,77,28,44,6
"9,5","9,8","8,6","10,0",9.4,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.6,0,false,6738,580,92,41,1,104,35,35,12
"9,8","6,6","8,0","10,0",8.9,9.0,true,ORIGIN_N,SEX_V,B Computer Science & Engineering,false,VWO,10,5.1,2,false,4869,308,24,31,1,41,27,13,1
"9,8","8,2","8,9","10,0",9.4,9.0,true,ORIGIN_E,SEX_M,Other,false,BUITENL_SL,15,8.3,11,false,2439,320,8,33,1,42,28,17,2
"9,8","8,4","9,2","10,0",9.5,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,8.2,7,false,3820,684,16,55,1,125,35,47,22
"9,8","8,4","9,4","10,0",9.5,10.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,8.4,6,false,5306,472,72,42,1,75,34,28,8
"9,8","8,7","8,4","10,0",9.3,9.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,8.5,5,false,2657,480,8,32,1,76,31,15,10
"9,8","8,8","7,2","10,0",9.0,9.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.9,1,false,3421,492,12,37,1,79,33,31,6
"9,8","8,9","9,1","10,0",9.5,10.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,20-40,8.6,4,false,2847,320,52,30,1,45,27,17,4
"9,8","9,0","8,1","10,0",9.3,9.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,8.6,7,false,3187,272,36,35,1,29,22,10,2
"9,8","9,0","8,3","10,0",9.3,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,20-40,8.4,5,false,14661,400,80,30,1,58,32,24,3
"9,8","9,3","9,6","10,0",9.7,10.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,6.7,4,false,3066,564,20,50,1,100,31,20,12
"9,8","9,3","9,8","10,0",9.7,10.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,20-40,7.7,4,false,4741,280,4,29,1,36,28,12,2
"9,8","9,8","9,6","10,0",9.8,10.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.6,9,false,10979,472,44,44,1,79,32,38,7
ONG,ONG,ONG,ONG,0.0,NVD,false,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,0,4.5,3,false,2620,300,4,21,1,37,20,1,4
ONG,ONG,ONG,ONG,0.0,NVD,false,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,5.6,5,false,1678,360,28,37,1,43,27,13,3
ONG,ONG,ONG,ONG,0.0,NVD,false,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,5.5,2,false,2081,308,16,33,1,43,28,16,3
