subgroup,term,coef,p,significant
#31,nightly_activities,0.006044155584372442,0.06677384558579084,yes
#31,distinct_days,-0.008655615350351947,0.7592467294626489,no
#31,logged_in_weekly,-0.7059720244483534,0.042484798569352694,yes
#31,nr_files_viewed,0.01002799935062039,0.5315816982262304,no
#31,nr_slides_viewed,-0.04435178509803308,0.007967285859973895,yes
#32,const,4.11405060917582,1.158690494120564e-10,yes
#32,nr_distinct_files_viewed,0.07905987472078663,5.941317209280233e-05,yes
#32,total_course_activities,0.004541128062061475,0.2322676819948302,no
#32,nightly_activities,0.0007966252003942659,0.8078828142380416,no
#32,distinct_days,-0.018848849714228205,0.44651685986505074,no
#32,logged_in_weekly,-0.7618354575485621,0.02050867690039134,yes
#32,nr_files_viewed,-0.014043473305956466,0.3841780440039696,no
#32,nr_slides_viewed,-0.03513631080284921,0.014939148602872316,yes
#33,const,2.433988645304037,0.007719195096349887,yes
#33,nr_distinct_files_viewed,0.11576922004359329,0.00017496741863760708,yes
#33,total_course_activities,-0.0014562563964167531,0.7843378958149447,no
#33,nightly_activities,-0.003451315330013337,0.36162611562649216,no
#33,distinct_days,0.09281610302366958,0.02374014422544897,yes
#33,logged_in_weekly,0.15180362446367557,0.7788018074656345,no
#33,nr_files_viewed,-0.013345970481295016,0.6229331072263125,no
#33,nr_slides_viewed,-0.021105211424295042,0.2796825987782055,no
#34,const,2.4211366143098756,0.006663898395385235,yes
#34,nr_distinct_files_viewed,0.11531887125645092,0.0001534261839842544,yes
#34,total_course_activities,-0.0011893586257254478,0.81989680425453,no
#34,nightly_activities,-0.0031789119307969677,0.3874697282714874,no
#34,distinct_days,0.09271829295911377,0.021804671608180802,yes
#34,logged_in_weekly,0.1408362361548201,0.7918114588040388,no
#34,nr_files_viewed,-0.014423439921643999,0.5893327491647045,no
#34,nr_slides_viewed,-0.021152441448951988,0.27287533339479075,no
#35,const,5.015372383113789,3.8456058770370506e-13,yes
#35,nr_distinct_files_viewed,0.08436014139151626,0.0002523599231976171,yes
#35,total_course_activities,0.010447629751910015,0.03844031333326678,yes
#35,nightly_activities,-0.00584550060387516,0.06565539442274332,yes
#35,distinct_days,-0.007705017162074987,0.8278055892714401,no
#35,logged_in_weekly,0.05698820631598123,0.8676300206427079,no
#35,nr_files_viewed,-0.04699035376147305,0.042239181357735515,yes
#35,nr_slides_viewed,-0.009806083647586651,0.48457886879589873,no
#36,const,5.015372383113789,3.8456058770370506e-13,yes
#36,nr_distinct_files_viewed,0.08436014139151626,0.0002523599231976171,yes
#36,total_course_activities,0.010447629751910015,0.03844031333326678,yes
#36,nightly_activities,-0.00584550060387516,0.06565539442274332,yes
#36,distinct_days,-0.007705017162074987,0.8278055892714401,no
#36,logged_in_weekly,0.05698820631598123,0.8676300206427079,no
#36,nr_files_viewed,-0.04699035376147305,0.042239181357735515,yes
#36,nr_slides_viewed,-0.009806083647586651,0.48457886879589873,no
#37,const,5.172772181696862,4.0527106264938284e-10,yes
#37,nr_distinct_files_viewed,-0.0008171571936488493,0.9705957978349178,no
#37,total_course_activities,-0.000995163298259276,0.771025701938733,no
#37,nightly_activities,-0.00024144542426544208,0.9408145742406082,no
#37,distinct_days,-0.04403812921311169,0.1668050962565035,no
#37,logged_in_weekly,0.5045271685890574,0.26641833380008384,no
#37,nr_files_viewed,0.02139949492605473,0.24549158598566384,no
#37,nr_slides_viewed,-0.005458126232655305,0.650245567431361,no
#38,const,4.603288144561041,4.711792860478763e-15,yes
#38,nr_distinct_files_viewed,0.07429171205302443,5.19643147672061e-05,yes
#38,total_course_activities,0.0019496066899455768,0.5699523812754772,no
#38,nightly_activities,0.004640779778965671,0.09725083795335593,yes
#38,distinct_days,-0.02650488916152745,0.2470522667194045,no
#38,logged_in_weekly,-0.6451783145809569,0.03836596878707549,yes
#38,nr_files_viewed,-0.0036685213352168483,0.805809641614723,no
#38,nr_slides_viewed,-0.03603376859927577,0.006518070619681473,yes
#39,const,4.603288144561041,4.711792860478763e-15,yes
